date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
2018-01-01 22:00:00,3.53,0.0,17.5,0.0,1.0,0.1977,79200,Weekday,Monday,Light_Load
2018-01-01 22:15:00,3.56,1.44,10.08,0.0,0.927,0.33299999999999996,80100,Weekday,Monday,Light_Load
2018-01-01 22:30:00,3.67,4.21,0.0,0.0,0.6570999999999999,1.0,81000,Weekday,Monday,Light_Load
2018-01-01 22:45:00,3.24,3.35,0.0,0.0,0.6951999999999999,1.0,81900,Weekday,Monday,Light_Load
2018-01-01 23:00:00,3.53,3.74,0.0,0.0,0.6864,1.0,82800,Weekday,Monday,Light_Load
2018-01-01 23:15:00,3.53,3.42,0.0,0.0,0.7182,1.0,83700,Weekday,Monday,Light_Load
2018-01-01 23:30:00,3.24,2.95,0.0,0.0,0.7394,1.0,84600,Weekday,Monday,Light_Load
2018-01-01 23:45:00,3.67,3.96,0.0,0.0,0.6797,1.0,85500,Weekday,Monday,Light_Load
2018-01-02 00:00:00,4.61,4.21,0.0,0.0,0.7384000000000001,1.0,0,Weekday,Tuesday,Light_Load
2018-01-02 00:15:00,3.2,3.1,0.0,0.0,0.7182,1.0,900,Weekday,Tuesday,Light_Load
2018-01-02 00:30:00,3.85,4.61,0.0,0.0,0.6409999999999999,1.0,1800,Weekday,Tuesday,Light_Load
2018-01-02 00:45:00,3.28,3.67,0.0,0.0,0.6664,1.0,2700,Weekday,Tuesday,Light_Load
2018-01-02 01:00:00,3.35,3.6,0.0,0.0,0.6812,1.0,3600,Weekday,Tuesday,Light_Load
2018-01-02 01:15:00,3.89,4.72,0.0,0.0,0.636,1.0,4500,Weekday,Tuesday,Light_Load
2018-01-02 01:30:00,3.28,3.53,0.0,0.0,0.6807,1.0,5400,Weekday,Tuesday,Light_Load
2018-01-02 01:45:00,3.46,3.96,0.0,0.0,0.6579999999999999,1.0,6300,Weekday,Tuesday,Light_Load
2018-01-02 02:00:00,3.78,4.82,0.0,0.0,0.6171,1.0,7200,Weekday,Tuesday,Light_Load
2018-01-02 02:15:00,3.31,3.53,0.0,0.0,0.684,1.0,8100,Weekday,Tuesday,Light_Load
2018-01-02 02:30:00,3.6,4.36,0.0,0.0,0.6367,1.0,9000,Weekday,Tuesday,Light_Load
2018-01-02 02:45:00,3.64,4.39,0.0,0.0,0.6383,1.0,9900,Weekday,Tuesday,Light_Load
2018-01-02 03:00:00,3.28,3.71,0.0,0.0,0.6624,1.0,10800,Weekday,Tuesday,Light_Load
2018-01-02 03:15:00,3.71,4.57,0.0,0.0,0.6303,1.0,11700,Weekday,Tuesday,Light_Load
2018-01-02 03:30:00,3.56,4.03,0.0,0.0,0.6620999999999999,1.0,12600,Weekday,Tuesday,Light_Load
2018-01-02 03:45:00,3.24,3.49,0.0,0.0,0.6804000000000001,1.0,13500,Weekday,Tuesday,Light_Load
2018-01-02 04:00:00,3.89,4.64,0.0,0.0,0.6425,1.0,14400,Weekday,Tuesday,Light_Load
2018-01-02 04:15:00,3.28,3.42,0.0,0.0,0.6922,1.0,15300,Weekday,Tuesday,Light_Load
2018-01-02 04:30:00,3.28,3.49,0.0,0.0,0.6848000000000001,1.0,16200,Weekday,Tuesday,Light_Load
2018-01-02 04:45:00,3.96,4.68,0.0,0.0,0.6459,1.0,17100,Weekday,Tuesday,Light_Load
2018-01-02 05:00:00,3.24,3.42,0.0,0.0,0.6877,1.0,18000,Weekday,Tuesday,Light_Load
2018-01-02 05:15:00,3.46,3.78,0.0,0.0,0.6751999999999999,1.0,18900,Weekday,Tuesday,Light_Load
2018-01-02 05:30:00,3.67,4.07,0.0,0.0,0.6697,1.0,19800,Weekday,Tuesday,Light_Load
2018-01-02 05:45:00,3.24,3.42,0.0,0.0,0.6877,1.0,20700,Weekday,Tuesday,Light_Load
2018-01-02 06:00:00,3.67,3.96,0.0,0.0,0.6797,1.0,21600,Weekday,Tuesday,Light_Load
2018-01-02 06:15:00,3.53,3.78,0.0,0.0,0.6825,1.0,22500,Weekday,Tuesday,Light_Load
2018-01-02 06:30:00,3.2,3.24,0.0,0.0,0.7027,1.0,23400,Weekday,Tuesday,Light_Load
2018-01-02 06:45:00,3.78,4.07,0.0,0.0,0.6805,1.0,24300,Weekday,Tuesday,Light_Load
2018-01-02 07:00:00,3.35,3.35,0.0,0.0,0.7071,1.0,25200,Weekday,Tuesday,Light_Load
2018-01-02 07:15:00,3.53,3.49,0.0,0.0,0.7111,1.0,26100,Weekday,Tuesday,Light_Load
2018-01-02 07:30:00,6.3,4.57,0.0,0.0,0.8095,1.0,27000,Weekday,Tuesday,Light_Load
2018-01-02 07:45:00,6.05,4.79,0.0,0.0,0.784,1.0,27900,Weekday,Tuesday,Light_Load
2018-01-02 08:00:00,6.73,4.54,0.0,0.0,0.8290000000000001,1.0,28800,Weekday,Tuesday,Light_Load
2018-01-02 08:15:00,29.02,18.83,0.07,0.0,0.8389,1.0,29700,Weekday,Tuesday,Light_Load
2018-01-02 08:30:00,46.19,28.66,0.0,0.0,0.8497,1.0,30600,Weekday,Tuesday,Light_Load
2018-01-02 08:45:00,52.06,35.32,0.0,0.0,0.8275,1.0,31500,Weekday,Tuesday,Light_Load
2018-01-02 09:00:00,56.2,12.53,0.11,0.0,0.976,1.0,32400,Weekday,Tuesday,Light_Load
2018-01-02 09:15:00,56.84,8.32,0.0,0.0,0.9895,1.0,33300,Weekday,Tuesday,Medium_Load
2018-01-02 09:30:00,51.26,4.54,0.94,0.0,0.9961,0.9998,34200,Weekday,Tuesday,Medium_Load
2018-01-02 09:45:00,48.13,2.34,1.15,0.0,0.9987999999999999,0.9997,35100,Weekday,Tuesday,Medium_Load
2018-01-02 10:00:00,52.81,7.06,0.54,0.0,0.9912000000000001,0.9998999999999999,36000,Weekday,Tuesday,Medium_Load
2018-01-02 10:15:00,54.79,7.52,0.14,0.0,0.9906999999999999,1.0,36900,Weekday,Tuesday,Maximum_Load
2018-01-02 10:30:00,53.21,8.35,0.11,0.0,0.9879000000000001,1.0,37800,Weekday,Tuesday,Maximum_Load
2018-01-02 10:45:00,80.21,32.4,0.0,0.0,0.9272,1.0,38700,Weekday,Tuesday,Maximum_Load
2018-01-02 11:00:00,77.58,25.49,0.0,0.0,0.95,1.0,39600,Weekday,Tuesday,Maximum_Load
2018-01-02 11:15:00,128.52,70.85,0.0,0.0,0.8756999999999999,1.0,40500,Weekday,Tuesday,Maximum_Load
2018-01-02 11:30:00,144.47,78.48,0.0,0.0,0.8787,1.0,41400,Weekday,Tuesday,Maximum_Load
2018-01-02 11:45:00,90.86,54.29,0.0,0.0,0.8584,1.0,42300,Weekday,Tuesday,Maximum_Load
2018-01-02 12:00:00,123.3,66.06,0.0,0.0,0.8815000000000001,1.0,43200,Weekday,Tuesday,Maximum_Load
2018-01-02 12:15:00,19.22,5.54,18.9,0.0,0.9609000000000001,0.713,44100,Weekday,Tuesday,Medium_Load
2018-01-02 12:30:00,8.46,0.0,25.92,0.0,1.0,0.3103,45000,Weekday,Tuesday,Medium_Load
2018-01-02 12:45:00,8.24,0.0,25.34,0.0,1.0,0.30920000000000003,45900,Weekday,Tuesday,Medium_Load
2018-01-02 13:00:00,8.03,0.0,25.49,0.0,1.0,0.3005,46800,Weekday,Tuesday,Medium_Load
2018-01-02 13:15:00,79.67,27.29,6.52,0.0,0.946,0.9967,47700,Weekday,Tuesday,Medium_Load
2018-01-02 13:30:00,97.85,46.8,0.0,0.0,0.9020999999999999,1.0,48600,Weekday,Tuesday,Medium_Load
2018-01-02 13:45:00,124.45,49.79,0.0,0.0,0.9285,1.0,49500,Weekday,Tuesday,Medium_Load
2018-01-02 14:00:00,108.61,43.34,0.0,0.0,0.9288,1.0,50400,Weekday,Tuesday,Medium_Load
2018-01-02 14:15:00,123.12,55.26,0.0,0.0,0.9123,1.0,51300,Weekday,Tuesday,Medium_Load
2018-01-02 14:30:00,129.1,53.5,0.0,0.0,0.9238,1.0,52200,Weekday,Tuesday,Medium_Load
2018-01-02 14:45:00,82.08,27.58,0.0,0.0,0.9479000000000001,1.0,53100,Weekday,Tuesday,Medium_Load
2018-01-02 15:00:00,143.89,60.91,0.0,0.0,0.9209,1.0,54000,Weekday,Tuesday,Medium_Load
2018-01-02 15:15:00,86.9,34.27,0.0,0.0,0.9303,1.0,54900,Weekday,Tuesday,Medium_Load
2018-01-02 15:30:00,141.44,62.57,0.0,0.0,0.9145,1.0,55800,Weekday,Tuesday,Medium_Load
2018-01-02 15:45:00,116.53,52.88,0.0,0.0,0.9106000000000001,1.0,56700,Weekday,Tuesday,Medium_Load
2018-01-02 16:00:00,129.31,61.16,0.0,0.0,0.904,1.0,57600,Weekday,Tuesday,Medium_Load
2018-01-02 16:15:00,136.44,56.77,0.0,0.0,0.9233,1.0,58500,Weekday,Tuesday,Medium_Load
2018-01-02 16:30:00,85.72,34.85,0.0,0.0,0.9264,1.0,59400,Weekday,Tuesday,Medium_Load
2018-01-02 16:45:00,147.46,65.27,0.0,0.0,0.9144,1.0,60300,Weekday,Tuesday,Medium_Load
2018-01-02 17:00:00,86.94,30.78,0.0,0.0,0.9427,1.0,61200,Weekday,Tuesday,Medium_Load
2018-01-02 17:15:00,67.25,25.81,0.0,0.0,0.9336,1.0,62100,Weekday,Tuesday,Maximum_Load
2018-01-02 17:30:00,115.78,50.04,0.0,0.0,0.9179,1.0,63000,Weekday,Tuesday,Maximum_Load
2018-01-02 17:45:00,113.11,34.63,0.0,0.0,0.9562,1.0,63900,Weekday,Tuesday,Maximum_Load
2018-01-02 18:00:00,76.75,11.74,1.04,0.0,0.9884999999999999,0.9998999999999999,64800,Weekday,Tuesday,Maximum_Load
2018-01-02 18:15:00,41.9,15.23,0.14,0.0,0.9398000000000001,1.0,65700,Weekday,Tuesday,Maximum_Load
2018-01-02 18:30:00,37.4,19.94,0.0,0.0,0.8824,1.0,66600,Weekday,Tuesday,Maximum_Load
2018-01-02 18:45:00,40.25,8.82,0.5,0.0,0.9768000000000001,0.9998999999999999,67500,Weekday,Tuesday,Maximum_Load
2018-01-02 19:00:00,34.92,1.98,1.58,0.0,0.9984000000000001,0.9990000000000001,68400,Weekday,Tuesday,Maximum_Load
2018-01-02 19:15:00,41.36,6.44,0.43,0.0,0.9881,0.9998999999999999,69300,Weekday,Tuesday,Maximum_Load
2018-01-02 19:30:00,35.96,2.52,1.37,0.0,0.9976,0.9993000000000001,70200,Weekday,Tuesday,Maximum_Load
2018-01-02 19:45:00,39.42,5.29,0.47,0.0,0.9911,0.9998999999999999,71100,Weekday,Tuesday,Maximum_Load
2018-01-02 20:00:00,38.16,4.68,0.5,0.0,0.9926,0.9998999999999999,72000,Weekday,Tuesday,Maximum_Load
2018-01-02 20:15:00,33.23,1.51,3.96,0.0,0.9990000000000001,0.993,72900,Weekday,Tuesday,Medium_Load
2018-01-02 20:30:00,25.88,0.0,12.13,0.0,1.0,0.9055,73800,Weekday,Tuesday,Medium_Load
2018-01-02 20:45:00,10.84,0.0,23.22,0.0,1.0,0.423,74700,Weekday,Tuesday,Medium_Load
2018-01-02 21:00:00,9.29,0.0,23.51,0.0,1.0,0.3675,75600,Weekday,Tuesday,Medium_Load
2018-01-02 21:15:00,6.98,0.0,25.16,0.0,1.0,0.2673,76500,Weekday,Tuesday,Medium_Load
2018-01-02 21:30:00,5.11,0.0,26.5,0.0,1.0,0.1893,77400,Weekday,Tuesday,Medium_Load
2018-01-02 21:45:00,5.08,0.0,26.42,0.0,1.0,0.1888,78300,Weekday,Tuesday,Medium_Load
2018-01-02 22:00:00,5.04,0.0,26.46,0.0,1.0,0.18710000000000002,79200,Weekday,Tuesday,Medium_Load
2018-01-02 22:15:00,4.93,1.84,15.44,0.0,0.9369,0.3042,80100,Weekday,Tuesday,Maximum_Load
2018-01-02 22:30:00,4.64,5.22,0.0,0.0,0.6644,1.0,81000,Weekday,Tuesday,Maximum_Load
2018-01-02 22:45:00,4.68,5.18,0.0,0.0,0.6704000000000001,1.0,81900,Weekday,Tuesday,Maximum_Load
2018-01-02 23:00:00,4.68,5.11,0.0,0.0,0.6754000000000001,1.0,82800,Weekday,Tuesday,Maximum_Load
2018-01-02 23:15:00,4.57,4.54,0.0,0.0,0.7094,1.0,83700,Weekday,Tuesday,Light_Load
2018-01-02 23:30:00,4.57,4.25,0.0,0.0,0.7323000000000001,1.0,84600,Weekday,Tuesday,Light_Load
2018-01-02 23:45:00,4.54,4.25,0.0,0.0,0.73,1.0,85500,Weekday,Tuesday,Light_Load
2018-01-03 00:00:00,4.57,4.5,0.0,0.0,0.7125,1.0,0,Weekday,Wednesday,Light_Load
2018-01-03 00:15:00,4.61,4.61,0.0,0.0,0.7071,1.0,900,Weekday,Wednesday,Light_Load
2018-01-03 00:30:00,4.61,4.54,0.0,0.0,0.7125,1.0,1800,Weekday,Wednesday,Light_Load
2018-01-03 00:45:00,4.57,4.5,0.0,0.0,0.7125,1.0,2700,Weekday,Wednesday,Light_Load
2018-01-03 01:00:00,4.57,4.61,0.0,0.0,0.7040000000000001,1.0,3600,Weekday,Wednesday,Light_Load
2018-01-03 01:15:00,4.64,4.46,0.0,0.0,0.721,1.0,4500,Weekday,Wednesday,Light_Load
2018-01-03 01:30:00,4.64,4.57,0.0,0.0,0.7125,1.0,5400,Weekday,Wednesday,Light_Load
2018-01-03 01:45:00,4.61,4.79,0.0,0.0,0.6934,1.0,6300,Weekday,Wednesday,Light_Load
2018-01-03 02:00:00,4.57,4.5,0.0,0.0,0.7125,1.0,7200,Weekday,Wednesday,Light_Load
2018-01-03 02:15:00,4.61,4.39,0.0,0.0,0.7242000000000001,1.0,8100,Weekday,Wednesday,Light_Load
2018-01-03 02:30:00,4.64,4.75,0.0,0.0,0.6988,1.0,9000,Weekday,Wednesday,Light_Load
2018-01-03 02:45:00,4.64,4.75,0.0,0.0,0.6988,1.0,9900,Weekday,Wednesday,Light_Load
2018-01-03 03:00:00,4.57,4.75,0.0,0.0,0.6933,1.0,10800,Weekday,Wednesday,Light_Load
2018-01-03 03:15:00,4.64,5.11,0.0,0.0,0.6722,1.0,11700,Weekday,Wednesday,Light_Load
2018-01-03 03:30:00,4.64,4.72,0.0,0.0,0.701,1.0,12600,Weekday,Wednesday,Light_Load
2018-01-03 03:45:00,4.68,4.68,0.0,0.0,0.7071,1.0,13500,Weekday,Wednesday,Light_Load
2018-01-03 04:00:00,4.57,4.46,0.0,0.0,0.7156999999999999,1.0,14400,Weekday,Wednesday,Light_Load
2018-01-03 04:15:00,4.54,4.32,0.0,0.0,0.7243999999999999,1.0,15300,Weekday,Wednesday,Light_Load
2018-01-03 04:30:00,4.61,4.46,0.0,0.0,0.7187,1.0,16200,Weekday,Wednesday,Light_Load
2018-01-03 04:45:00,4.57,4.32,0.0,0.0,0.7267,1.0,17100,Weekday,Wednesday,Light_Load
2018-01-03 05:00:00,4.61,4.32,0.0,0.0,0.7297,1.0,18000,Weekday,Wednesday,Light_Load
2018-01-03 05:15:00,4.54,4.14,0.0,0.0,0.7389,1.0,18900,Weekday,Wednesday,Light_Load
2018-01-03 05:30:00,4.57,4.21,0.0,0.0,0.7354999999999999,1.0,19800,Weekday,Wednesday,Light_Load
2018-01-03 05:45:00,4.57,4.43,0.0,0.0,0.718,1.0,20700,Weekday,Wednesday,Light_Load
2018-01-03 06:00:00,4.57,4.5,0.0,0.0,0.7125,1.0,21600,Weekday,Wednesday,Light_Load
2018-01-03 06:15:00,4.64,4.61,0.0,0.0,0.7094,1.0,22500,Weekday,Wednesday,Light_Load
2018-01-03 06:30:00,4.57,4.36,0.0,0.0,0.7234999999999999,1.0,23400,Weekday,Wednesday,Light_Load
2018-01-03 06:45:00,4.61,4.54,0.0,0.0,0.7125,1.0,24300,Weekday,Wednesday,Light_Load
2018-01-03 07:00:00,4.54,4.28,0.0,0.0,0.7276,1.0,25200,Weekday,Wednesday,Light_Load
2018-01-03 07:15:00,4.46,4.18,0.0,0.0,0.7295999999999999,1.0,26100,Weekday,Wednesday,Light_Load
2018-01-03 07:30:00,6.12,4.25,0.0,0.0,0.8214,1.0,27000,Weekday,Wednesday,Light_Load
2018-01-03 07:45:00,7.92,4.68,0.0,0.0,0.8609,1.0,27900,Weekday,Wednesday,Light_Load
2018-01-03 08:00:00,9.58,4.36,0.0,0.0,0.9102,1.0,28800,Weekday,Wednesday,Light_Load
2018-01-03 08:15:00,37.01,21.56,0.0,0.02,0.8641,1.0,29700,Weekday,Wednesday,Light_Load
2018-01-03 08:30:00,74.59,35.86,0.0,0.03,0.9013,1.0,30600,Weekday,Wednesday,Light_Load
2018-01-03 08:45:00,109.48,53.32,0.0,0.05,0.899,1.0,31500,Weekday,Wednesday,Light_Load
2018-01-03 09:00:00,105.08,31.82,0.0,0.05,0.9571,1.0,32400,Weekday,Wednesday,Light_Load
2018-01-03 09:15:00,121.79,41.26,0.0,0.06,0.9470999999999999,1.0,33300,Weekday,Wednesday,Medium_Load
2018-01-03 09:30:00,114.48,30.24,0.0,0.05,0.9668000000000001,1.0,34200,Weekday,Wednesday,Medium_Load
2018-01-03 09:45:00,74.2,21.96,0.0,0.03,0.9589,1.0,35100,Weekday,Wednesday,Medium_Load
2018-01-03 10:00:00,54.32,7.13,0.04,0.02,0.9915,1.0,36000,Weekday,Wednesday,Medium_Load
2018-01-03 10:15:00,75.17,25.06,0.0,0.03,0.9487000000000001,1.0,36900,Weekday,Wednesday,Maximum_Load
