Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,temperature_2m,precipitation,relative_humidity_2m,windspeed_10m,temp_rolling_24h,temp_diff_24h,heat_index,is_extreme_hot,is_extreme_cold,humidity_x_temp,windspeed_rolling_6h,Usage_kWh_lag_1,Usage_kWh_lag_2,Usage_kWh_lag_4,Usage_kWh_lag_96,Usage_kWh_rmean_24,Usage_kWh_rstd_24,Usage_kWh_rskew_24,Usage_kWh_rmean_48,Usage_kWh_rstd_48,Usage_kWh_rskew_48,Usage_kWh_rmean_96,Usage_kWh_rstd_96,Usage_kWh_rskew_96,NSM_sin,NSM_cos,Usage_kWh_cA_mean,Usage_kWh_cA_std,Usage_kWh_cA_energy,Usage_kWh_cA_max_abs,Usage_kWh_cD3_mean,Usage_kWh_cD3_std,Usage_kWh_cD3_energy,Usage_kWh_cD3_max_abs,Usage_kWh_cD2_mean,Usage_kWh_cD2_std,Usage_kWh_cD2_energy,Usage_kWh_cD2_max_abs,Usage_kWh_cD1_mean,Usage_kWh_cD1_std,Usage_kWh_cD1_energy,Usage_kWh_cD1_max_abs,Apparent_Power_S,Phase_Angle_Phi,anomaly_idling_score,anomaly_leakage_score,anomaly_overload_score,anomaly_max_score
8.210806,8.911468,0.031811483,0.0018309623,0.7702933,0.99980503,23216.094,-5.472047,0.0042995187,35.727596,24.450481,-5.7575994,3.4232519,-4.9687953,0.0007033646,0.50823945,-294.20782,22.637403,5.9909186,6.0329623,7.703237,49.120285,9.777782,4.556801,0.10165496,21.060398,20.182526,0.6792615,25.059347,33.15694,-0.03782334,0.098084494,-0.09377045,100.29872,77.948814,102420.63,194.06206,3.6172588,13.6623335,1779.4174,28.808128,-1.5336922,8.082673,1996.7041,15.888754,-0.10765742,4.033705,364.60745,12.944815,8.749025,0.58883643,0.457976,0.16196844,0.00041791052,0.43351242
16.311808,16.248827,0.007844082,0.0048699942,0.7826905,0.9999568,48399.293,1.6801242,0.0047551366,52.49125,14.943966,1.3478625,0.7871949,2.7293584,0.00051662326,1.7344952e-05,140.50214,11.235349,26.144228,24.990402,51.04489,65.511284,48.044495,27.429808,1.6623452,63.815266,34.523212,-0.67655224,59.68767,28.792707,-0.31880528,0.11541004,0.6024752,193.22672,52.430916,527541.4,292.90283,-1.9395314,28.670153,10893.797,78.3831,-0.41262755,21.003487,12200.117,57.999542,-1.0613956,15.994033,9501.689,45.780582,18.742346,0.7062956,0.8094655,0.76159704,0.00073738396,0.75569284
54.87528,15.4337845,0.54076123,0.031008083,0.9733085,0.9976848,37568.11,-6.1606193,0.0028600036,52.24723,9.782213,-4.5941777,-4.11423,-6.0623174,0.0013584495,1.0,-230.64006,15.745969,67.21806,47.422375,18.715998,63.0257,64.066376,13.41332,-1.8220532,51.69291,15.617909,-0.42381975,54.00919,18.532156,-0.19113114,-0.55426055,0.20337734,135.71043,39.55745,443369.72,230.65578,1.2265853,21.706766,8505.797,52.433636,0.7208621,13.335107,3821.7634,39.83274,0.33981305,6.8371696,1743.452,17.681976,74.79049,0.14770256,0.4597314,0.92591816,0.0023837015,0.93917084
10.823734,16.91506,0.0013289159,0.0011140693,0.5670602,0.999724,26762.629,6.4278417,0.026906928,90.15784,13.833895,10.249233,3.982272,2.5868433,0.0013914108,0.0,426.84592,8.036768,3.2385337,3.1272209,3.1666863,2.5383153,3.4027889,0.29567632,3.8728573,3.9668193,1.566139,5.103686,5.439057,8.504881,1.5983671,0.95006406,0.34761727,20.293276,27.05517,12688.309,77.589325,-5.8544927,7.8999357,661.2654,16.034578,3.9080174,7.678075,3453.518,24.305597,0.9626064,0.7859147,16.102211,3.082188,13.677726,0.9282845,0.92266035,0.057809442,0.7384722,0.8493548
51.00686,14.264472,0.46018994,0.033859976,0.95442295,0.9991944,52601.53,-4.139683,0.001876232,46.785194,14.258675,-3.2767859,-2.457599,-4.8618045,0.001065135,0.9999848,-225.13399,14.941319,64.282974,86.96802,22.687605,94.066536,64.293434,15.32674,-1.7460759,55.276703,20.337725,0.29788506,53.85997,26.384438,-0.13850984,-0.0036389881,0.011011354,140.2056,48.12849,375828.8,226.34995,-1.226543,22.593468,12386.303,63.171967,-2.090961,9.304245,2332.9504,26.171751,0.031136675,6.3569016,1916.0524,16.786125,67.67605,0.2035674,0.49838758,0.9243395,0.0012559444,0.93819636
7.7748976,0.18165906,16.769733,0.00081065355,0.9824337,0.7142675,65405.062,10.995689,0.0021782666,57.387177,2.639484,10.870588,-2.054625,12.349288,0.0009838641,0.0,271.68018,7.788072,4.675958,6.6202593,8.296561,3.5972965,8.739431,2.9861789,-0.68551004,5.446633,2.5415874,2.1150906,5.4837103,7.3620763,3.7827373,-0.782411,-0.026570037,15.735357,6.069199,2784.2896,29.241083,3.6119082,2.896968,491.3105,8.240522,-4.4355927,0.40812194,10.644246,1.1118373,-2.0019078,1.8981624,143.35013,5.175199,5.879389,0.12573789,0.3954013,0.7473523,0.00013556331,0.71368456
69.9077,33.204056,0.059725188,0.02755535,0.9402943,0.9999519,63861.105,3.6457062,0.002519104,46.5588,6.5131197,6.3912807,-2.1540499,4.6952424,0.0006444752,3.2484531e-06,156.47697,6.02207,70.93539,78.31562,42.484917,76.687965,77.380585,18.850225,-0.54407907,67.0688,39.999496,-0.7412061,68.3435,38.200466,-0.03883093,-0.74549955,-0.25981757,181.81712,88.910645,546266.06,333.847,-0.66234076,41.62469,31227.85,121.80913,0.2650772,16.31359,4442.212,44.24932,-0.21544726,15.582773,10578.807,49.52408,80.27727,0.35352644,0.21418628,0.9341325,0.0067496,0.9205798
78.77559,42.003426,0.0048950696,0.01338261,0.6283611,0.9984472,39182.934,9.447593,0.026320696,49.996513,17.878536,5.198173,2.3801243,4.2266893,0.0037838817,0.010862142,116.130844,10.8413,16.024279,9.577786,12.653158,5.3338504,15.080741,11.181874,3.2863045,30.45752,25.063274,1.2408042,38.611935,30.323044,-0.1522419,0.56397223,-0.37065935,151.57466,96.68783,472012.25,311.7859,-6.0335903,33.18123,11212.8,68.728546,1.7668222,23.706915,15088.025,57.233456,1.3491498,7.7837467,1975.1921,29.596176,65.37423,0.8256065,0.67287815,0.12406117,0.7021959,0.7375513
86.45709,32.377335,0.008000188,0.028889209,0.890278,0.9999836,76574.4,-1.5230092,0.0033097386,59.047565,11.323149,-2.142157,1.4934231,3.2319775,0.00021156669,0.0001000762,26.820477,11.682541,82.47816,77.49445,80.72284,36.633823,87.39953,19.268488,-1.042164,75.07352,43.27469,-1.6486557,39.07359,43.266136,1.2211956,-0.96713775,0.7256551,100.06947,125.982155,350534.22,339.2107,-2.621002,21.632177,5155.763,63.70546,5.6634846,38.768497,25012.5,104.45222,-0.25109443,16.251204,8384.062,53.786587,77.39128,0.37473813,0.22842672,0.5758522,0.009123333,0.6249755
4.4540625,5.410552,0.00039066732,0.00011317432,0.6961506,0.9991349,5147.274,-7.4750934,0.004248074,50.93025,9.749003,-6.3836403,-2.9717162,-8.124716,0.0004261136,1.0,-444.35074,4.762014,3.2440128,3.1172154,3.736574,3.0245519,6.429374,8.140834,3.1204836,17.914078,23.164808,1.3723141,27.256504,33.24821,-0.29923677,0.59191114,0.77956164,116.24018,111.18515,499139.72,293.00256,-1.9851218,6.7773414,374.94568,18.07073,6.2374163,10.42198,2782.9802,26.075993,1.0266472,7.9079175,1037.2142,34.727127,5.7404294,0.8406816,0.6853012,0.42366028,0.037677504,0.63354397
5.752277,12.731924,0.0023472393,0.0010780245,0.7583195,0.9999406,15023.248,-7.6833797,0.0004961729,69.55451,18.706493,-3.5503964,-0.81809384,-7.5623307,0.00024664402,0.9974981,-386.61426,12.809415,5.852935,6.5487447,9.403449,3.9561498,15.139193,3.0068495,-0.054159064,51.032692,28.028559,0.08168432,59.33701,38.91254,-0.58770245,0.96870387,0.42723408,229.26266,124.16097,744899.3,385.57092,-0.030255005,15.165841,2762.968,31.175934,0.52217364,14.906764,5389.9253,50.54399,1.0625553,5.4844656,2080.2883,17.58321,8.07257,0.7812452,0.5973587,0.46701545,0.000531435,0.61324984
84.89836,31.1096,0.33881292,0.043421704,0.96345466,0.9998309,42926.777,-7.184804,0.0015332669,56.470337,6.2999654,-6.039128,0.76174223,-6.035635,0.0016876459,0.99999875,-395.54248,9.035646,89.51812,75.62674,23.312906,116.12408,46.17173,22.371984,0.2253699,64.52552,27.770294,-0.10784447,67.13234,33.97248,0.06320577,0.34645835,0.042872205,212.84132,79.71495,724591.44,325.83615,5.650821,26.638866,7894.404,67.61657,-2.60597,18.676157,7336.3667,55.28086,-0.88334477,16.240658,9861.5205,47.934917,109.78896,0.28955463,0.50990057,0.7844135,0.0015004501,0.70346004
86.82126,55.47655,0.02175281,0.033152245,0.73813975,0.99990845,27873.174,4.753052,0.016820561,52.663353,8.882858,3.3812592,1.0834681,2.2932029,0.001547724,4.172325e-06,219.0622,8.300606,70.11737,70.67682,75.78797,55.01489,41.320625,24.534607,1.6701152,39.643024,23.855528,1.0667393,46.106636,30.905157,0.89065593,0.7736679,-0.20176853,150.00557,87.200584,476319.47,270.60245,-1.6349952,22.308071,5321.8433,38.95978,0.26421303,13.0273285,5469.5664,40.03458,0.09488598,6.648757,2888.6638,20.799799,90.87639,0.7286888,0.5983372,0.4108858,0.11206363,0.61881936
8.286442,0.5824911,13.854993,0.0032602528,0.9898417,0.3530191,42715.45,3.7003486,0.004625836,50.210354,10.3304615,2.86797,-2.0511148,8.753887,0.0010073483,0.0,526.38086,11.044316,10.332542,9.485809,7.002745,104.228096,8.654252,5.845303,-0.067971334,11.261363,10.454996,2.2185636,51.8094,39.06272,0.03706066,0.78715587,-0.9880949,80.63184,49.366367,93883.9,123.76922,2.289688,9.07929,1661.4955,19.248306,-0.55914193,3.9866953,311.8108,11.8988285,-0.7062152,7.0541415,1784.6246,24.260523,9.66619,0.041869257,0.79091924,0.6315865,0.00026772916,0.7236968
15.5743685,0.38953286,15.808353,0.0037416264,0.9981761,0.82437515,47727.69,13.097779,0.006052521,45.325523,1.80981,1.9160622,2.3121173,14.825845,0.0007725656,0.0,339.39954,2.598036,24.953905,31.955933,26.823956,59.599598,35.062096,25.827246,-0.94096303,22.890184,22.721128,0.19691314,51.13396,29.327427,0.14563964,-0.29585353,-0.98857856,112.05526,39.132347,172107.05,173.94066,0.37264913,23.729507,13743.22,67.78955,0.27398822,13.938461,4695.5156,36.918262,-1.2937822,10.099507,3695.8096,34.850285,12.882368,0.025541652,0.24097069,0.5203111,0.00011086464,0.44998538
136.11235,66.92421,0.06559733,0.061135642,0.9081415,0.99982584,32250.545,10.159365,0.009051338,49.701485,7.921589,1.8992711,0.38975513,5.2102523,0.0026826262,1.4901161e-07,477.94058,6.489307,122.926735,94.14066,40.229233,11.26038,29.882671,42.569878,2.7367065,17.120457,25.890917,2.355105,10.19057,26.052416,4.1522017,0.7588082,-0.98022145,38.123142,99.45993,99846.28,303.67438,-1.9853519,25.829393,6123.582,44.395027,-0.84777826,16.27775,8013.6973,34.107487,-0.2262509,6.9513874,1252.4982,31.275255,142.81758,0.50852597,0.20904493,0.28293383,0.12384322,0.47171828
14.378459,0.33163428,8.500808,0.0042566145,0.9959014,0.9416382,60736.477,5.439224,0.009804359,54.49793,4.531806,-0.32849205,4.249297,7.597479,0.0015536249,0.0,50.93941,7.50558,19.089079,49.46295,62.617664,10.091494,38.344337,25.283009,-2.740132,23.58091,23.57339,-0.6799629,10.203145,22.832243,1.1485617,-0.8963517,-0.6844823,20.887669,42.204247,17620.102,124.886154,5.717504,13.862624,3452.9966,48.414677,-3.2098975,4.2823296,723.9526,10.645206,-1.5898392,4.17686,955.38983,13.127967,14.974749,0.07737501,0.21523455,0.28502834,0.00019566715,0.41698226
57.933857,24.190063,0.01881512,0.026528664,0.980353,0.99998283,84546.39,-9.564275,0.0024632155,66.098625,9.055035,-7.3493404,-1.0585767,-9.499919,0.00022873282,1.0,-411.70602,18.763927,71.97685,59.608932,48.762608,54.87517,82.077805,15.878366,-0.26633465,83.51496,33.988045,-2.2867246,54.119316,45.695847,-0.2967117,-0.9883758,0.9769101,116.20847,120.35489,385880.62,340.75424,5.2445126,24.013937,6766.918,85.97524,2.408604,14.131852,1431.5804,36.878693,0.29804716,14.568169,4456.379,43.540222,73.15366,0.13699362,0.22426844,0.92887974,0.00044795126,0.8726377
3.8452675,1.898443,0.0045723445,2.5332272e-05,0.7760323,0.9991235,1583.3375,-6.877531,0.008106494,46.019753,17.894848,-4.3762994,0.117718786,-8.437811,0.00030130148,1.0,-402.52286,13.515673,3.1514406,3.0713832,3.0306199,3.2496288,4.534289,1.8201497,2.5870888,12.037738,16.606394,3.918316,17.57593,29.598953,0.0082896985,-0.054674577,0.9772885,75.55296,71.34094,145970.44,188.74113,-0.61725855,12.359284,957.7131,37.141552,3.2931514,14.251284,4632.0483,43.89238,1.5548068,2.3134935,111.42985,10.129652,4.1837826,0.6341895,0.6060385,0.29292956,0.0013775826,0.6746883
5.786802,2.540399,0.12517855,0.0009077436,0.7697845,0.9986468,54678.66,-3.728779,0.0075079324,45.232357,9.912573,1.1158848,-2.511792,-2.4145992,0.00092047453,0.95110464,-138.87263,12.013744,6.809827,6.1954303,18.933428,8.95181,17.05758,3.231445,-1.7967082,31.356348,9.3403225,-0.73430586,24.322168,14.305955,0.11431306,0.058068775,0.8641179,52.995445,41.094143,92010.89,128.95187,1.0846483,5.0912914,571.5318,11.647853,-2.0393376,4.2128005,800.8411,12.192917,-0.47297493,2.51122,277.30905,6.653014,6.3254476,0.7085684,0.5424396,0.71329665,0.0002720654,0.67590386
3.741683,0.06917276,3.397107e-05,1.1473894e-07,0.7058582,0.9990321,4201.1494,-10.025094,0.0004522383,61.51458,24.112438,-7.535702,2.7127604,-10.144412,6.762147e-05,1.0,-508.21774,15.249508,3.0602505,3.0601656,2.9272392,2.5267086,3.545826,1.8270392,-0.64974344,15.490399,36.050125,-1.1748743,34.167362,50.57439,-0.7327258,0.920355,0.5377119,151.94125,155.30145,574367.56,399.15378,-10.821265,11.42909,233.03601,17.783157,7.8773303,13.619305,1886.6053,22.972223,2.2021754,12.140575,1208.9297,47.45907,3.963417,0.7609263,0.4419202,0.27865246,8.869171e-05,0.54712373
18.92294,1.3086885,8.476423,0.009041447,0.99663895,0.9158152,67565.78,4.597479,0.005205122,64.94778,9.1264305,2.9212315,-0.10300117,5.8437877,0.0009019673,3.5762787e-07,254.70682,11.832317,23.021662,52.325813,28.717686,17.029587,49.043495,26.9628,-0.11378433,34.54815,30.819267,0.1386703,25.600615,27.750727,0.8359252,-0.8831439,-0.018447686,51.09959,52.78445,101135.875,158.83551,0.6771689,27.62227,11771.841,88.30671,-1.9011217,11.098365,1690.8136,33.432343,-0.82315636,6.417412,1931.6886,18.659157,20.66697,0.058477428,0.24743119,0.44584054,0.00025311112,0.44798052
28.121542,23.902218,0.42715064,0.016839849,0.8679282,0.9987205,30456.818,-3.867739,0.011273414,39.694347,9.68603,-4.3973246,0.33663332,-1.6604974,0.0025964081,0.9983223,-216.81422,13.583521,35.040844,22.85634,6.44576,131.00967,29.904104,5.534426,-0.26366818,24.57739,13.895782,1.3003967,38.724846,30.474533,0.39091828,-0.36734957,0.6108492,108.019615,44.255894,191551.64,136.34035,-0.4120163,26.987902,8637.596,69.32624,-1.4407676,8.489256,1461.8928,37.195595,-0.13865694,4.1637864,382.14005,14.901394,47.431942,0.41294637,0.81635886,0.7682325,0.0019831136,0.89425486
72.86747,16.092825,0.42738116,0.027736643,0.99222016,0.9992892,56362.668,5.9809422,0.0062122373,25.11295,3.706359,-1.9470208,2.2721841,13.390902,0.0006262362,0.0,103.50288,4.1119246,77.65385,73.97566,53.839962,139.57852,64.42957,40.585106,-0.093191706,52.935127,38.811905,1.0351294,79.74905,37.39296,-0.31147227,-0.000436387,-0.91872126,235.3824,59.56971,775112.0,314.60263,-1.7232206,48.089146,29031.45,118.754555,-1.924529,15.275304,5742.641,32.451523,-1.094519,19.59159,11682.434,56.701508,73.362755,0.16595988,0.2336781,0.5425876,0.0008721873,0.48302665
6.453279,7.0140057,0.0010417795,0.00076965214,0.7417094,0.9997195,4978.378,-7.4062576,0.0026488423,59.83856,16.603003,-2.1708717,-0.8308789,-6.852024,0.0004298091,0.9000027,-350.31528,16.088139,6.060537,7.449316,40.884354,3.465524,63.46173,19.946985,-1.4314395,85.3698,40.724518,-0.93952537,65.47249,42.297394,-0.48749152,0.86505306,0.9106609,230.85677,115.767815,856709.75,384.90396,-3.0621443,27.78989,10999.456,66.20458,4.2763596,21.550236,9717.312,54.17283,0.917295,15.140699,7392.3945,36.016422,6.8685875,0.74072164,0.85020196,0.59760666,0.0035464838,0.8960603
7.1644473,14.713798,0.00029118062,0.00045602678,0.6192574,0.99943936,30463.518,-2.9472725,0.0065675946,79.23433,17.531715,2.0633526,2.4931827,-6.8695517,0.00074496865,0.00044354796,-252.97366,9.611631,3.0881112,3.0715263,2.9897814,2.5650628,3.1706843,0.06848716,4.571221,3.8379474,0.7915458,5.5368013,6.0297594,7.9580975,0.77044743,0.9674914,0.51468414,22.231771,46.379322,23288.988,61.296387,-4.808824,1.7038985,12.7585,2.7799222,4.6715,3.816242,888.7478,15.840263,0.2036041,0.7154737,8.297376,3.7380373,7.7528286,0.8896697,0.5692891,0.052549213,0.7414198,0.6203226
57.117214,40.241726,0.012693857,0.027180374,0.7599451,0.99993294,47104.766,4.6433363,0.004245758,56.114357,15.533102,5.406443,2.4324641,2.8538802,0.00057405233,0.0,339.1389,10.959748,48.795666,43.54562,36.181103,21.089062,37.96573,20.255753,1.9799676,40.36458,29.407839,1.6835527,43.305298,30.781649,1.1403475,0.70721185,-0.5303573,146.06784,77.80202,360426.53,259.36865,-0.16575812,38.751766,29520.682,85.54721,-1.653415,16.267807,6109.2324,42.8492,-0.6429397,8.026046,4768.4814,24.675524,67.66528,0.64945483,0.5574514,0.685719,0.010727651,0.81664455
18.12357,0.72363645,11.5992155,0.0079637235,0.9943977,0.8105568,42688.64,10.479569,0.006054461,28.586298,3.0954485,1.491853,2.6391711,9.7828045,0.0025427938,0.0,325.71698,3.7497098,30.453707,61.352234,56.798927,4.8070893,18.136732,32.859894,0.41829857,9.793469,22.171007,3.0026085,8.031907,20.733484,1.9981049,0.16036946,-0.9887038,23.680393,28.908659,14622.604,111.64679,0.20394152,16.201607,4668.012,47.42595,-1.7760603,2.1989682,155.79837,4.168907,-1.0754015,6.847072,1650.9973,26.285172,23.651213,0.14652777,0.21430066,0.634155,0.00078899413,0.5400243
